Koper,5:25,5:45,6:05,6:25,6:45,7:05,7:25,7:45,8:05,8:25,8:45,9:05,9:25,9:50,10:20,10:50
Supernova,5:27,5:47,6:07,6:27,6:47,7:07,7:27,7:47,8:07,8:27,8:47,9:07,9:27,9:52,10:22,10:52
Barka II,5:48,6:28,7:08,7:48,8:28,9:08,9:53,10:53
Sv.Ana V.n,5:30,5:51,6:10,6:31,6:50,7:11,7:30,7:51,8:10,8:31,8:50,9:11,9:30,9:56,10:25,10:56
Kosovelov trg,5:31,5:52,6:11,6:32,6:51,7:12,7:31,7:52,8:11,8:32,8:51,9:12,9:31,9:57,10:26,10:57
Banka,5:32,5:53,6:12,6:33,6:52,7:13,7:32,7:53,8:12,8:33,8:52,9:13,9:32,9:58,10:27,10:58
Stadion,5:33,5:54,6:13,6:34,6:53,7:14,7:33,7:54,8:13,8:34,8:53,9:14,9:33,9:59,10:28,10:59
Olmo K,5:36,5:57,6:16,6:37,6:56,7:17,7:36,7:57,8:16,8:37,8:56,9:17,9:36,10:02,10:31,11:02
Olmo,5:37,5:58,6:17,6:38,6:57,7:18,7:37,7:58,8:17,8:38,8:57,9:18,9:37,10:03,10:32,11:03
Mercator,5:39,6:00,6:19,6:40,6:59,7:20,7:39,8:00,8:19,8:40,8:59,9:20,9:39,10:05,10:34,11:05
Mercator,5:41,6:02,6:21,6:42,7:01,7:22,7:41,8:02,8:21,8:42,9:01,9:22,9:41,10:07,10:36,11:07
Šalara,5:42,6:03,6:22,6:43,7:02,7:23,7:42,8:03,8:22,8:43,9:02,9:23,9:42,10:08,10:37,11:08
Partizanska ulica,6:04,6:44,7:24,8:04,8:44,9:24,10:09,11:09
Kapelca,5:43,6:23,7:03,7:43,8:23,9:03,9:43,10:38
Kampel,5:45,6:25,7:05,7:45,8:25,9:05,9:45,10:40
Koper,11:20,11:50,12:20,12:50,13:10,13:30,13:50,14:10,14:30,14:50,15:10,15:30,15:50,16:10,16:30,16:50
Supernova,11:22,11:52,12:22,12:52,13:12,13:32,13:52,14:12,14:32,14:52,15:12,15:32,15:52,16:12,16:32,16:52
Barka II,11:53,12:53,13:33,14:13,14:53,15:33,16:13,16:53
Sv.Ana V.n,11:25,11:56,12:25,12:56,13:15,13:36,13:55,14:16,14:35,14:56,15:15,15:36,15:55,16:16,16:35,16:56
Kosovelov trg,11:26,11:57,12:26,12:57,13:16,13:37,13:56,14:17,14:36,14:57,15:16,15:37,15:56,16:17,16:36,16:57
Banka,11:27,11:58,12:27,12:58,13:17,13:38,13:57,14:18,14:37,14:58,15:17,15:38,15:57,16:18,16:37,16:58
Stadion,11:28,11:59,12:28,12:59,13:18,13:39,13:58,14:19,14:38,14:59,15:18,15:39,15:58,16:19,16:38,16:59
Olmo K,11:31,12:02,12:31,13:02,13:21,13:42,14:01,14:22,14:41,15:02,15:21,15:42,16:01,16:22,16:41,17:02
Olmo,11:32,12:03,12:32,13:03,13:22,13:43,14:02,14:23,14:42,15:03,15:22,15:43,16:02,16:23,16:42,17:03
Mercator,11:34,12:05,12:34,13:05,13:24,13:45,14:04,14:25,14:44,15:05,15:24,15:45,16:04,16:25,16:44,17:05
Mercator,11:36,12:07,12:36,13:07,13:26,13:47,14:06,14:27,14:46,15:07,15:26,15:47,16:06,16:27,16:46,17:07
Šalara,11:37,12:08,12:37,13:08,13:27,13:48,14:07,14:28,14:47,15:08,15:27,15:48,16:07,16:28,16:47,17:08
Partizanska ulica,12:09,13:09,13:49,14:29,15:09,15:49,16:29,17:09
Kapelca,11:38,12:38,13:28,14:08,14:48,15:28,16:08,16:48
Kampel,11:40,12:40,13:30,14:10,14:50,15:30,16:10,16:50
Koper,17:10,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00
Supernova,17:12,17:32,18:02,18:32,19:02,19:32,20:02,20:32,21:02,21:32,22:02
Barka II,17:33,18:33,19:33,20:33,21:33
Sv.Ana V.n,17:15,17:36,18:05,18:36,19:05,19:36,20:05,20:36,21:05,21:36,22:05
Kosovelov trg,17:16,17:37,18:06,18:37,19:06,19:37,20:06,20:37,21:06,21:37,22:06
Banka,17:17,17:38,18:07,18:38,19:07,19:38,20:07,20:38,21:07,21:38,22:07
Stadion,17:18,17:39,18:08,18:39,19:08,19:39,20:08,20:39,21:08,21:39,22:08
Olmo K,17:21,17:42,18:11,18:42,19:11,19:42,20:11,20:42,21:11,21:42,22:11
Olmo,17:22,17:43,18:12,18:43,19:12,19:43,20:12,20:43,21:12,21:43,22:12
Mercator,17:24,17:45,18:14,18:45,19:14,19:45,20:14,20:45,21:14,21:45,22:14
Mercator,17:26,17:47,18:16,18:47,19:16,19:47,20:16,20:47,21:16,21:47,22:16
Šalara,17:27,17:48,18:17,18:48,19:17,19:48,20:17,20:48,21:17,21:48,22:17
Partizanska ulica,17:49,18:49,19:49,20:49,21:49
Kapelca,17:28,18:18,19:18,20:18,21:18,22:18
Kampel,17:30,18:20,19:20,20:20,21:20,22:20
Linija,1:,Koper,-,Kampel,-,Koper,(Koper,-,Šalara,-,Koper)
Kampel,5:45,6:25,7:05,7:45,8:25,9:05,9:45,10:40
Kapelca,5:46,6:26,7:06,7:46,8:26,9:06,9:46,10:41
Partizanska ulica,5:26,6:06,6:46,7:26,8:06,8:46,9:26,10:11
Šalara,5:27,5:47,6:07,6:27,6:47,7:07,7:27,7:47,8:07,8:27,8:47,9:07,9:27,9:47,10:12,10:42
Mercator,5:28,5:48,6:08,6:28,6:48,7:08,7:28,7:48,8:08,8:28,8:48,9:08,9:28,9:48,10:13,10:43
Mercator,5:30,5:50,6:10,6:30,6:50,7:10,7:30,7:50,8:10,8:30,8:50,9:10,9:30,9:50,10:15,10:45
Olmo,5:32,5:52,6:12,6:32,6:52,7:12,7:32,7:52,8:12,8:32,8:52,9:12,9:32,9:52,10:17,10:47
Olmo K,5:33,5:53,6:13,6:33,6:53,7:13,7:33,7:53,8:13,8:33,8:53,9:13,9:33,9:53,10:18,10:48
Lesnina,5:36,5:56,6:16,6:36,6:56,7:16,7:36,7:56,8:16,8:36,8:56,9:16,9:36,9:56,10:21,10:51
Zeleni park,5:38,5:58,6:18,6:38,6:58,7:18,7:38,7:58,8:18,8:38,8:58,9:18,9:38,9:58,10:23,10:53
Banka,5:39,5:59,6:19,6:39,6:59,7:19,7:39,7:59,8:19,8:39,8:59,9:19,9:39,9:59,10:24,10:54
Luka,5:41,6:01,6:21,6:41,7:01,7:21,7:41,8:01,8:21,8:41,9:01,9:21,9:41,10:01,10:26,10:56
PH Sonce,5:42,6:22,7:02,7:42,8:22,9:02,9:42,10:27
Supernova,5:43,6:03,6:23,6:43,7:03,7:23,7:43,8:03,8:23,8:43,9:03,9:23,9:43,10:03,10:28,10:58
Koper,5:45,6:05,6:25,6:45,7:05,7:25,7:45,8:05,8:25,8:45,9:05,9:25,9:45,10:05,10:30,11:00
PostajališčaLinija,1:,Koper,-,Kampel,-,Koper,(Koper,-,Šalara,-,Koper)
Kampel,11:40,12:40,13:30,14:10,14:50,15:30,16:10,16:50
Kapelca,11:41,12:41,13:31,14:11,14:51,15:31,16:11,16:51
Partizanska ulica,11:11,12:11,13:11,13:49,14:31,15:11,15:51,16:31
Šalara,11:12,11:42,12:12,12:42,13:12,13:32,13:50,14:12,14:32,14:52,15:12,15:32,15:52,16:12,16:32,16:52
Mercator,11:13,11:43,12:13,12:43,13:13,13:33,13:51,14:13,14:33,14:53,15:13,15:33,15:53,16:13,16:33,16:53
Mercator,11:15,11:45,12:15,12:45,13:15,13:35,13:53,14:15,14:35,14:55,15:15,15:35,15:55,16:15,16:35,16:55
Olmo,11:17,11:47,12:17,12:47,13:17,13:37,13:55,14:17,14:37,14:57,15:17,15:37,15:57,16:17,16:37,16:57
Olmo K,11:18,11:48,12:18,12:48,13:18,13:38,13:56,14:18,14:38,14:58,15:18,15:38,15:58,16:18,16:38,16:58
Lesnina,11:21,11:51,12:21,12:51,13:21,13:41,13:59,14:21,14:41,15:01,15:21,15:41,16:01,16:21,16:41,17:01
Zeleni park,11:23,11:53,12:23,12:53,13:23,13:43,14:01,14:23,14:43,15:03,15:23,15:43,16:03,16:23,16:43,17:03
Banka,11:24,11:54,12:24,12:54,13:24,13:44,14:02,14:24,14:44,15:04,15:24,15:44,16:04,16:24,16:44,17:04
Luka,11:26,11:56,12:26,12:56,13:26,13:46,14:04,14:26,14:46,15:06,15:26,15:46,16:06,16:26,16:46,17:06
PH Sonce,11:27,12:27,13:27,14:05,14:47,15:27,16:07,16:47
Supernova,11:28,11:58,12:28,12:58,13:28,13:48,14:06,14:28,14:48,15:08,15:28,15:48,16:08,16:28,16:48,17:08
Koper,11:30,12:00,12:30,13:00,13:30,13:50,14:08,14:30,14:50,15:10,15:30,15:50,16:10,16:30,16:50,17:10
Kampel,17:30,18:20,19:20,20:20,21:20,22:20
Kapelca,17:31,18:21,19:21,20:21,21:21,22:21
Partizanska ulica,17:11,17:51,18:51,19:51,20:51,21:49
Šalara,17:12,17:32,17:52,18:22,18:52,19:22,19:52,20:22,20:52,21:22,21:50,22:22
Mercator,17:13,17:33,17:53,18:23,18:53,19:23,19:53,20:23,20:53,21:23,21:51,22:23
Mercator,17:15,17:35,17:55,18:25,18:55,19:25,19:55,20:25,20:55,21:25,21:53,22:25
Olmo,17:17,17:37,17:57,18:27,18:57,19:27,19:57,20:27,20:57,21:27,21:55,22:27
Olmo K,17:18,17:38,17:58,18:28,18:58,19:28,19:58,20:28,20:58,21:28,21:56,22:28
Lesnina,17:21,17:41,18:01,18:31,19:01,19:31,20:01,20:31,21:01,21:31,21:59,22:31
Zeleni park,17:23,17:43,18:03,18:33,19:03,19:33,20:03,20:33,21:03,21:33,22:01,22:33
Banka,17:24,17:44,18:04,18:34,19:04,19:34,20:04,20:34,21:04,21:34,22:02,22:34
Luka,17:26,17:46,18:06,18:36,19:06,19:36,20:06,20:36,21:06,21:36,22:04,22:36
